age,gender,split,final
30,M,1:52:36,4:00:23
33,M,1:49:00,4:00:23
40,M,1:44:27,4:00:24
52,M,1:48:46,4:00:24
44,M,1:42:00,4:00:24
40,W,1:55:11,4:00:24
37,M,1:43:35,4:00:24
39,M,1:51:36,4:00:25
30,M,1:45:59,4:00:26
47,M,1:54:48,4:00:26
36,M,1:50:54,4:00:27
60,M,1:49:58,4:00:28
33,M,1:42:27,4:00:28
44,M,1:45:51,4:00:29
41,M,1:45:12,4:00:30
39,W,1:50:19,4:00:30
45,M,1:44:40,4:00:30
26,W,1:47:01,4:00:31
47,M,1:48:45,4:00:31
32,M,1:43:25,4:00:32
62,M,1:54:30,4:00:32
48,M,1:59:56,4:00:33
45,M,1:57:56,4:00:33
47,M,1:47:19,4:00:33
41,M,1:48:48,4:00:33
39,M,1:44:34,4:00:34
49,M,2:00:18,4:00:34
56,M,1:50:07,4:00:35
29,M,1:41:52,4:00:35
30,M,1:43:45,4:00:36
46,M,1:57:46,4:00:36
48,M,1:47:11,4:00:36
35,M,1:54:25,4:00:37
27,W,1:56:40,4:00:37
43,M,1:52:23,4:00:38
62,M,1:55:10,4:00:38
49,W,1:53:29,4:00:38
42,W,1:54:35,4:00:40
22,M,1:53:33,4:00:40
46,W,1:52:26,4:00:40
29,W,1:45:17,4:00:41
35,M,1:42:46,4:00:41
32,W,1:50:32,4:00:42
30,M,1:55:03,4:00:42
46,M,1:52:59,4:00:42
48,W,1:52:13,4:00:42
46,M,1:41:17,4:00:42
36,M,1:55:44,4:00:42
26,M,1:35:00,4:00:43
56,M,1:49:46,4:00:43
31,W,1:50:37,4:00:43
26,M,1:56:45,4:00:43
64,M,1:47:20,4:00:43
41,M,1:52:56,4:00:44
43,W,1:58:19,4:00:44
43,M,1:47:49,4:00:44
28,W,1:49:56,4:00:44
39,M,1:40:44,4:00:44
46,M,1:55:10,4:00:44
52,W,1:44:40,4:00:46
46,M,1:42:36,4:00:46
29,W,1:41:56,4:00:47
44,M,1:48:13,4:00:47
45,W,1:51:44,4:00:48
47,M,1:46:39,4:00:48
43,W,1:48:08,4:00:48
36,M,1:51:19,4:00:48
49,M,1:52:43,4:00:48
51,W,1:57:05,4:00:49
47,M,1:47:53,4:00:49
43,M,1:51:35,4:00:49
35,M,1:46:17,4:00:50
43,M,1:50:24,4:00:50
26,W,1:49:57,4:00:50
29,M,1:55:16,4:00:50
53,M,1:41:27,4:00:51
52,M,1:45:51,4:00:51
31,M,1:54:05,4:00:51
42,W,1:50:13,4:00:51
47,M,1:55:11,4:00:52
31,M,1:47:55,4:00:52
33,M,1:49:13,4:00:52
46,W,1:48:05,4:00:53
57,M,1:49:03,4:00:53
34,M,1:46:25,4:00:53
45,M,1:42:10,4:00:54
40,W,1:52:52,4:00:54
26,M,1:55:12,4:00:54
48,W,1:49:52,4:00:54
30,M,1:37:54,4:00:54
41,M,1:46:21,4:00:55
27,W,1:51:11,4:00:55
28,M,1:49:53,4:00:55
49,M,1:50:37,4:00:55
37,M,1:47:33,4:00:55
39,W,1:51:01,4:00:55
48,M,1:38:25,4:00:56
28,M,1:44:03,4:00:56
38,W,1:55:45,4:00:57
46,M,1:43:12,4:00:58
29,M,1:49:23,4:00:58
27,M,1:51:15,4:00:58
28,W,1:45:23,4:00:59
40,M,1:44:21,4:01:00
55,M,1:51:10,4:01:00
44,M,1:46:22,4:01:00
45,M,1:54:52,4:01:00
49,M,1:56:21,4:01:01
30,W,1:55:41,4:01:01
45,M,1:39:17,4:01:01
38,W,1:47:32,4:01:01
37,M,1:55:56,4:01:02
41,M,1:41:38,4:01:02
46,M,1:58:35,4:01:02
46,M,1:56:16,4:01:02
40,M,1:58:13,4:01:03
48,M,1:48:25,4:01:03
30,M,1:44:00,4:01:03
35,M,1:53:16,4:01:03
28,M,1:46:39,4:01:03
43,M,1:52:24,4:01:04
58,M,1:48:15,4:01:04
47,W,1:49:04,4:01:04
36,W,1:58:04,4:01:05
41,M,1:37:36,4:01:05
36,M,1:43:40,4:01:05
62,M,1:50:54,4:01:05
48,W,1:51:11,4:01:06
39,M,1:53:07,4:01:06
34,M,1:48:28,4:01:06
33,W,1:56:16,4:01:06
43,M,1:48:00,4:01:06
31,M,1:44:24,4:01:06
44,W,1:48:48,4:01:07
53,M,1:57:13,4:01:07
41,M,1:49:38,4:01:07
36,M,1:47:26,4:01:07
34,M,1:49:32,4:01:07
44,M,1:42:54,4:01:07
42,M,1:51:55,4:01:08
54,M,1:51:21,4:01:08
35,M,1:57:27,4:01:09
48,M,1:56:05,4:01:09
41,M,1:48:39,4:01:09
37,M,1:45:26,4:01:09
53,M,1:52:32,4:01:10
42,M,1:54:58,4:01:10
47,M,1:50:24,4:01:10
37,W,1:57:33,4:01:11
38,M,1:38:19,4:01:11
27,M,1:49:59,4:01:11
46,M,1:49:59,4:01:12
49,W,1:52:14,4:01:13
46,M,1:44:03,4:01:13
50,M,1:47:46,4:01:13
26,M,1:43:42,4:01:14
29,M,1:47:06,4:01:14
33,M,1:47:18,4:01:14
49,M,1:49:47,4:01:14
49,M,1:50:58,4:01:14
51,M,1:59:33,4:01:15
54,M,1:40:41,4:01:15
63,M,1:52:12,4:01:15
42,M,1:55:53,4:01:15
32,W,1:48:17,4:01:15
39,W,1:56:30,4:01:15
36,M,1:48:07,4:01:15
44,M,1:47:50,4:01:16
40,M,1:44:14,4:01:16
55,M,1:47:51,4:01:16
30,M,1:46:45,4:01:16
38,M,1:44:43,4:01:17
33,M,1:56:16,4:01:18
33,W,1:56:43,4:01:19
42,M,1:47:54,4:01:19
30,M,1:49:15,4:01:19
40,M,1:51:32,4:01:19
39,W,1:49:03,4:01:20
36,M,1:44:37,4:01:20
49,M,1:44:04,4:01:20
44,M,1:40:09,4:01:21
39,M,1:57:53,4:01:21
40,M,1:56:55,4:01:21
32,M,1:44:28,4:01:21
32,M,1:43:28,4:01:21
46,M,1:48:51,4:01:22
29,M,1:47:39,4:01:23
31,W,1:45:54,4:01:23
62,M,1:50:05,4:01:23
33,M,1:36:55,4:01:24
38,M,1:57:18,4:01:24
31,M,1:45:29,4:01:24
32,M,1:48:36,4:01:25
50,M,1:49:39,4:01:25
36,M,1:48:40,4:01:25
47,M,1:46:03,4:01:25
28,M,1:46:49,4:01:25
26,W,1:51:43,4:01:25
38,M,1:49:14,4:01:25
32,W,1:44:38,4:01:27
42,M,1:41:09,4:01:27
54,M,1:50:03,4:01:27
39,M,1:50:16,4:01:27
39,M,1:48:23,4:01:28
47,M,2:00:31,4:01:28
34,M,1:45:10,4:01:28
43,M,1:50:45,4:01:29
35,M,2:00:25,4:01:29
23,W,1:55:57,4:01:30
37,M,1:50:26,4:01:30
31,M,1:43:16,4:01:31
39,M,1:56:44,4:01:32
40,M,1:43:03,4:01:32
38,W,1:53:05,4:01:33
40,M,1:55:12,4:01:34
45,M,1:57:18,4:01:34
56,M,1:51:21,4:01:34
43,M,1:49:13,4:01:34
43,M,1:49:26,4:01:34
45,M,1:53:30,4:01:34
44,M,1:43:55,4:01:35
36,M,2:00:26,4:01:35
28,M,1:36:39,4:01:36
47,M,1:55:01,4:01:36
30,M,1:46:18,4:01:36
40,M,1:51:30,4:01:36
33,M,1:52:08,4:01:36
36,M,1:51:34,4:01:37
54,M,1:55:35,4:01:37
54,M,1:48:13,4:01:37
53,M,1:54:41,4:01:38
38,M,1:48:20,4:01:38
43,M,1:47:52,4:01:39
55,M,1:51:48,4:01:39
45,M,1:56:04,4:01:40
49,M,1:40:56,4:01:41
38,M,1:49:05,4:01:41
37,M,1:40:10,4:01:41
48,M,1:46:22,4:01:42
38,W,1:46:40,4:01:42
46,W,2:01:46,4:01:43
46,M,1:49:47,4:01:43
35,M,1:42:47,4:01:44
36,M,1:45:42,4:01:44
51,M,1:55:26,4:01:44
40,M,1:49:18,4:01:45
26,M,1:45:45,4:01:45
34,W,1:48:10,4:01:45
43,M,1:45:59,4:01:45
28,M,1:50:30,4:01:46
51,M,1:49:51,4:01:46
29,M,1:50:04,4:01:46
22,W,1:51:22,4:01:47
28,M,1:44:34,4:01:47
40,M,1:56:40,4:01:48
36,W,1:46:28,4:01:48
41,M,1:48:27,4:01:48
50,M,1:43:11,4:01:48
49,M,1:54:53,4:01:48
34,W,1:49:30,4:01:49
48,W,1:54:49,4:01:49
29,M,1:48:31,4:01:49
23,W,1:51:13,4:01:49
33,M,1:52:25,4:01:49
28,W,1:57:19,4:01:49
33,M,1:43:12,4:01:50
27,M,1:46:46,4:01:50
32,M,1:44:15,4:01:50
42,M,1:49:01,4:01:50
58,M,1:51:11,4:01:52
25,M,1:49:49,4:01:52
35,M,1:55:30,4:01:53
32,M,1:40:54,4:01:54
52,M,1:56:06,4:01:54
55,M,1:55:57,4:01:54
28,M,1:48:08,4:01:54
41,M,1:50:26,4:01:55
28,M,1:42:08,4:01:55
39,M,1:48:41,4:01:55
36,W,1:49:06,4:01:55
50,M,2:00:12,4:01:56
37,W,1:52:02,4:01:56
41,M,1:47:42,4:01:57
48,M,1:52:23,4:01:57
43,M,1:46:40,4:01:57
32,M,1:37:44,4:01:57
23,M,1:39:36,4:01:58
45,M,1:45:11,4:01:58
34,M,1:47:56,4:01:58
43,M,2:00:42,4:01:59
57,M,1:42:01,4:01:59
34,W,1:51:54,4:01:59
36,M,1:43:13,4:01:59
45,M,1:45:30,4:01:59
49,M,1:57:37,4:01:59
56,M,1:47:21,4:02:00
43,M,1:57:24,4:02:00
42,M,1:39:44,4:02:00
41,M,1:58:10,4:02:01
27,M,1:48:55,4:02:01
39,M,1:46:17,4:02:01
29,M,1:45:35,4:02:02
43,M,1:52:45,4:02:02
40,W,1:48:31,4:02:03
43,M,1:56:32,4:02:03
50,M,1:52:07,4:02:03
37,M,1:59:23,4:02:04
33,M,1:47:05,4:02:04
46,M,1:47:21,4:02:04
33,M,1:46:42,4:02:05
40,M,1:42:01,4:02:05
37,M,1:46:57,4:02:05
32,M,1:55:31,4:02:06
37,M,1:49:15,4:02:06
43,M,1:58:51,4:02:07
33,W,1:50:53,4:02:07
49,M,1:54:34,4:02:07
36,M,1:45:36,4:02:08
42,M,1:46:33,4:02:09
61,M,1:54:43,4:02:10
48,M,1:42:39,4:02:10
33,M,1:41:37,4:02:10
32,M,1:55:00,4:02:11
44,M,1:48:23,4:02:11
42,W,1:46:31,4:02:11
29,W,1:49:39,4:02:13
51,M,1:45:25,4:02:13
24,W,1:47:24,4:02:13
38,M,1:48:58,4:02:13
38,M,1:47:32,4:02:13
26,W,1:44:42,4:02:13
45,M,1:45:07,4:02:13
47,W,1:48:16,4:02:14
45,M,1:50:25,4:02:14
38,M,1:44:51,4:02:15
46,M,1:51:06,4:02:15
31,M,1:51:17,4:02:15
36,M,1:52:01,4:02:15
40,M,1:48:25,4:02:16
48,M,1:47:17,4:02:16
44,M,1:46:34,4:02:16
47,M,1:48:27,4:02:17
20,M,1:51:26,4:02:17
35,M,1:48:31,4:02:17
46,W,1:53:16,4:02:17
41,W,1:53:08,4:02:17
35,M,1:55:37,4:02:18
37,M,1:47:12,4:02:18
47,W,1:58:15,4:02:19
49,M,1:47:57,4:02:20
29,M,1:57:44,4:02:20
35,M,1:48:36,4:02:20
42,W,1:53:07,4:02:20
37,M,1:53:20,4:02:21
45,M,1:41:59,4:02:21
51,M,1:44:49,4:02:21
40,W,1:49:36,4:02:21
43,M,1:45:10,4:02:22
41,M,1:47:40,4:02:22
36,M,1:37:08,4:02:22
42,W,1:44:19,4:02:23
24,M,1:42:46,4:02:23
23,M,1:48:19,4:02:24
38,M,1:47:26,4:02:24
54,M,1:49:36,4:02:24
59,M,1:46:35,4:02:24
35,M,1:52:06,4:02:24
26,W,1:49:08,4:02:24
49,M,1:53:22,4:02:24
41,M,1:46:55,4:02:25
39,M,1:44:49,4:02:25
29,M,1:46:14,4:02:25
48,M,1:48:06,4:02:25
43,M,1:41:28,4:02:26
42,M,1:44:52,4:02:27
29,W,1:52:10,4:02:27
37,W,1:57:08,4:02:27
38,M,1:46:51,4:02:27
40,W,1:53:09,4:02:27
36,M,1:44:29,4:02:27
29,M,1:47:42,4:02:28
46,M,1:52:37,4:02:29
43,W,1:53:05,4:02:31
50,M,1:52:23,4:02:31
37,W,1:46:08,4:02:32
47,M,1:50:20,4:02:32
50,M,1:40:04,4:02:33
31,M,1:51:06,4:02:33
22,M,1:47:26,4:02:34
28,M,1:47:08,4:02:34
43,M,1:48:34,4:02:35
24,M,1:49:04,4:02:35
42,M,1:48:27,4:02:36
35,M,1:45:26,4:02:36
29,W,1:52:19,4:02:36
37,M,1:53:49,4:02:36
40,M,1:53:52,4:02:37
33,M,1:45:13,4:02:37
46,M,1:48:32,4:02:38
37,M,1:43:19,4:02:39
35,M,1:53:14,4:02:40
41,W,1:51:00,4:02:40
45,M,1:50:25,4:02:40
55,M,1:52:29,4:02:41
31,M,1:45:20,4:02:41
51,W,1:45:52,4:02:41
39,M,1:52:28,4:02:42
40,M,1:56:10,4:02:42
32,M,1:43:59,4:02:43
49,M,1:56:34,4:02:43
49,M,1:42:57,4:02:44
42,M,1:53:56,4:02:44
36,W,1:49:08,4:02:44
44,W,1:52:46,4:02:45
40,M,1:42:53,4:02:45
61,M,1:39:21,4:02:45
40,M,1:44:20,4:02:45
52,M,1:51:06,4:02:45
56,M,1:44:10,4:02:46
42,M,1:42:56,4:02:47
35,M,1:50:36,4:02:47
48,M,1:51:20,4:02:48
61,M,1:52:02,4:02:48
29,M,1:34:54,4:02:49
50,W,1:52:10,4:02:49
47,M,1:44:22,4:02:49
50,W,1:48:07,4:02:49
46,M,1:57:14,4:02:50
37,M,1:45:34,4:02:50
39,M,1:37:57,4:02:51
26,M,1:47:51,4:02:51
30,W,1:41:33,4:02:51
59,M,1:52:39,4:02:51
42,M,1:56:57,4:02:51
40,M,1:42:51,4:02:52
51,M,1:44:30,4:02:52
39,W,1:49:01,4:02:52
28,W,1:53:02,4:02:52
57,M,1:39:13,4:02:52
38,M,1:38:31,4:02:52
55,W,1:58:18,4:02:52
32,M,1:42:13,4:02:52
40,M,1:52:24,4:02:52
32,M,1:51:45,4:02:53
38,W,1:52:10,4:02:53
36,M,1:49:00,4:02:53
37,W,1:49:41,4:02:54
44,M,1:51:39,4:02:54
37,M,1:47:45,4:02:54
42,M,1:45:15,4:02:54
50,M,1:46:28,4:02:55
44,M,2:00:30,4:02:55
34,M,1:35:27,4:02:55
55,M,1:55:52,4:02:56
40,M,1:53:13,4:02:56
30,M,2:02:06,4:02:57
49,M,1:47:58,4:02:57
30,W,1:52:00,4:02:58
44,M,1:50:35,4:02:58
42,W,1:58:20,4:02:58
34,M,1:47:56,4:02:59
40,M,1:49:15,4:02:59
24,M,1:53:17,4:02:59
27,M,1:45:38,4:02:59
36,M,1:53:48,4:02:59
56,M,1:43:17,4:03:00
34,M,1:55:10,4:03:00
30,W,1:53:43,4:03:01
51,M,1:43:06,4:03:02
35,W,1:50:15,4:03:02
43,M,1:50:31,4:03:02
46,M,1:52:19,4:03:03
42,M,1:58:39,4:03:03
38,M,1:45:34,4:03:04
35,M,1:42:27,4:03:04
34,M,1:41:43,4:03:04
43,M,1:48:19,4:03:04
33,W,1:50:35,4:03:05
48,M,1:49:23,4:03:05
37,M,1:40:42,4:03:06
52,M,1:56:39,4:03:07
38,W,1:48:25,4:03:07
22,M,1:37:26,4:03:08
39,M,1:49:56,4:03:08
36,M,1:56:15,4:03:08
58,M,1:53:11,4:03:08
39,W,1:45:37,4:03:10
33,M,1:48:07,4:03:11
45,M,1:49:40,4:03:11
33,M,1:57:46,4:03:11
38,M,1:51:41,4:03:12
39,M,1:44:36,4:03:12
56,M,1:50:59,4:03:14
35,W,1:50:52,4:03:14
29,M,1:54:51,4:03:14
46,W,1:43:47,4:03:15
43,M,1:58:55,4:03:15
20,M,1:41:27,4:03:15
35,M,1:46:16,4:03:15
34,W,1:59:30,4:03:16
41,M,1:48:27,4:03:16
26,W,1:49:17,4:03:16
45,W,1:48:15,4:03:17
43,M,1:57:38,4:03:17
28,W,1:52:53,4:03:18
29,M,1:46:37,4:03:18
45,M,1:46:19,4:03:18
33,M,1:55:02,4:03:18
38,M,1:41:44,4:03:18
39,W,1:53:52,4:03:19
41,M,1:44:47,4:03:19
49,M,1:48:21,4:03:19
35,W,1:48:39,4:03:19
39,W,1:48:42,4:03:19
40,M,1:47:58,4:03:19
40,W,1:59:32,4:03:20
31,M,1:36:28,4:03:21
56,M,1:57:18,4:03:21
43,W,1:51:00,4:03:21
27,M,1:55:59,4:03:21
34,M,1:50:28,4:03:22
55,M,1:44:49,4:03:22
31,W,1:52:24,4:03:22
29,W,1:47:43,4:03:22
40,M,1:43:46,4:03:22
63,M,1:47:10,4:03:23
28,W,1:49:44,4:03:24
51,M,1:49:27,4:03:24
49,M,1:55:38,4:03:24
32,M,1:51:39,4:03:24
68,W,1:47:27,4:03:25
42,M,1:55:36,4:03:25
34,M,1:55:23,4:03:25
25,W,1:49:51,4:03:26
40,W,1:54:08,4:03:26
31,M,1:48:26,4:03:27
44,M,1:49:52,4:03:27
28,M,1:58:15,4:03:27
50,M,1:49:56,4:03:28
45,M,1:48:17,4:03:28
32,M,1:50:33,4:03:29
52,M,1:51:43,4:03:29
53,M,1:49:30,4:03:30
41,M,1:44:37,4:03:30
36,M,1:41:58,4:03:30
39,M,1:48:50,4:03:30
33,M,1:47:02,4:03:30
50,M,1:55:54,4:03:30
31,M,1:54:54,4:03:31
27,W,1:50:52,4:03:31
50,M,1:47:02,4:03:31
42,M,1:52:20,4:03:31
30,M,1:48:25,4:03:31
42,W,1:51:49,4:03:31
28,W,1:47:57,4:03:33
33,M,1:47:56,4:03:33
31,M,1:47:32,4:03:33
66,M,1:48:03,4:03:33
27,W,1:49:23,4:03:35
47,W,1:52:14,4:03:35
35,M,1:50:03,4:03:36
45,M,1:46:08,4:03:36
37,M,1:49:05,4:03:37
32,M,1:51:50,4:03:37
26,M,1:53:08,4:03:37
38,M,1:50:51,4:03:37
42,M,1:48:18,4:03:37
41,M,1:54:51,4:03:37
28,M,1:42:48,4:03:37
24,M,1:56:39,4:03:37
42,M,1:42:38,4:03:37
26,W,1:54:06,4:03:38
46,W,1:57:38,4:03:38
43,M,1:49:28,4:03:38
46,W,1:51:52,4:03:38
64,M,1:55:19,4:03:39
37,M,1:40:47,4:03:39
42,M,1:48:43,4:03:40
46,M,1:51:04,4:03:40
39,M,1:58:39,4:03:41
46,M,1:50:07,4:03:42
35,M,1:49:24,4:03:42
25,M,1:54:04,4:03:42
41,M,1:52:22,4:03:43
34,M,1:48:15,4:03:43
28,M,1:44:40,4:03:43
43,M,1:47:34,4:03:43
33,M,1:50:09,4:03:43
50,W,1:51:41,4:03:44
32,M,1:44:33,4:03:44
50,W,1:42:58,4:03:45
35,M,1:57:18,4:03:45
44,M,1:46:41,4:03:45
40,M,1:47:51,4:03:45
32,W,1:54:17,4:03:46
46,M,1:53:38,4:03:46
47,M,1:42:29,4:03:46
36,M,1:46:22,4:03:46
46,M,1:50:18,4:03:47
50,M,1:49:00,4:03:47
34,M,1:44:26,4:03:47
41,M,1:43:50,4:03:47
38,W,1:59:51,4:03:49
33,M,1:51:56,4:03:49
40,M,1:47:39,4:03:49
38,M,1:58:14,4:03:49
40,M,1:48:50,4:03:49
25,W,1:51:29,4:03:50
39,M,1:38:37,4:03:50
37,M,1:48:01,4:03:50
33,M,1:53:40,4:03:50
58,M,1:57:22,4:03:50
25,M,1:55:46,4:03:50
47,M,1:45:56,4:03:50
51,M,1:47:39,4:03:50
35,M,1:49:33,4:03:51
50,M,1:52:19,4:03:51
40,W,1:48:23,4:03:52
42,W,1:46:09,4:03:53
44,M,1:50:38,4:03:53
34,M,1:50:52,4:03:53
27,W,1:52:54,4:03:53
54,M,2:00:07,4:03:53
42,M,1:47:05,4:03:54
30,W,1:51:55,4:03:55
36,M,1:46:16,4:03:55
41,M,1:46:07,4:03:56
35,M,1:47:25,4:03:56
40,M,1:53:50,4:03:56
38,M,1:55:43,4:03:56
49,M,1:51:04,4:03:57
45,W,1:49:43,4:03:57
30,W,1:55:43,4:03:57
57,M,1:50:33,4:03:57
34,M,1:48:47,4:03:58
25,W,1:48:43,4:03:58
24,W,1:56:02,4:03:59
42,M,1:47:43,4:03:59
29,M,1:57:07,4:03:59
27,W,1:49:27,4:03:59
32,W,1:45:37,4:03:59
34,M,1:48:31,4:03:59
37,M,1:42:03,4:03:59
18,M,1:57:35,4:04:00
41,W,1:45:21,4:04:00
43,M,1:43:52,4:04:00
38,M,1:47:13,4:04:01
40,W,1:53:53,4:04:01
53,M,1:49:02,4:04:01
40,M,1:53:11,4:04:01
33,M,1:37:55,4:04:01
47,M,1:51:00,4:04:02
40,M,1:43:29,4:04:03
45,M,1:50:24,4:04:03
44,M,1:47:43,4:04:03
44,M,1:42:21,4:04:03
27,W,1:53:59,4:04:04
50,W,1:49:36,4:04:04
43,W,1:48:03,4:04:04
31,W,1:50:53,4:04:05
33,M,1:44:35,4:04:05
34,M,1:45:54,4:04:05
52,W,1:47:52,4:04:06
40,M,1:52:52,4:04:06
55,W,1:50:49,4:04:06
36,M,1:45:43,4:04:06
46,M,1:52:31,4:04:07
50,M,1:49:04,4:04:07
40,M,1:57:32,4:04:07
30,M,1:43:20,4:04:07
45,M,1:49:49,4:04:08
46,W,1:53:38,4:04:09
53,M,1:46:47,4:04:09
49,M,1:47:33,4:04:09
49,M,1:45:15,4:04:10
40,W,1:45:28,4:04:11
38,M,1:54:27,4:04:11
35,M,1:58:48,4:04:11
46,M,1:51:58,4:04:11
38,M,1:47:26,4:04:12
39,M,1:44:44,4:04:12
47,M,1:50:58,4:04:12
43,M,1:49:26,4:04:12
34,M,1:51:29,4:04:12
33,M,1:47:48,4:04:12
43,M,1:32:25,4:04:13
39,M,1:53:22,4:04:13
35,M,1:51:20,4:04:13
37,M,1:48:05,4:04:14
52,M,1:58:47,4:04:14
58,M,1:39:53,4:04:14
37,M,1:50:05,4:04:15
54,M,1:47:38,4:04:16
41,M,1:44:50,4:04:16
46,M,1:47:19,4:04:16
41,M,1:47:03,4:04:17
41,M,1:45:15,4:04:17
36,M,1:45:31,4:04:17
32,W,1:50:04,4:04:18
32,M,1:55:24,4:04:18
42,M,1:49:09,4:04:18
28,M,1:45:12,4:04:18
49,M,1:49:41,4:04:19
50,W,1:51:47,4:04:19
27,W,1:47:27,4:04:19
41,M,1:46:57,4:04:21
34,W,1:51:08,4:04:21
20,M,1:51:35,4:04:21
28,M,1:56:56,4:04:21
56,M,1:54:15,4:04:22
47,W,1:50:00,4:04:22
34,M,1:52:46,4:04:23
46,M,1:46:32,4:04:23
59,M,1:45:08,4:04:24
36,M,1:34:47,4:04:24
58,M,1:50:32,4:04:24
60,M,1:52:40,4:04:25
36,W,1:59:07,4:04:25
57,M,1:50:03,4:04:26
40,M,1:59:58,4:04:27
36,M,1:52:48,4:04:27
28,W,1:54:07,4:04:28
30,M,1:47:23,4:04:28
37,M,1:54:05,4:04:30
45,M,1:48:09,4:04:30
51,M,1:49:49,4:04:30
54,M,1:50:25,4:04:31
33,M,1:55:00,4:04:31
57,M,1:45:36,4:04:31
40,M,1:50:11,4:04:31
39,M,1:49:22,4:04:31
24,M,1:35:26,4:04:31
51,M,1:48:15,4:04:32
26,M,1:46:42,4:04:32
50,M,1:38:57,4:04:32
67,M,1:50:37,4:04:32
27,M,1:46:34,4:04:32
40,W,1:50:21,4:04:32
59,M,1:53:04,4:04:33
37,W,1:47:07,4:04:33
33,W,1:50:12,4:04:34
37,M,1:57:43,4:04:34
53,M,1:52:21,4:04:35
51,M,1:50:33,4:04:35
25,M,1:50:03,4:04:35
48,M,1:48:43,4:04:35
35,W,1:48:52,4:04:36
46,M,1:58:15,4:04:36
43,M,1:56:27,4:04:37
38,M,1:54:00,4:04:37
52,M,1:51:33,4:04:37
27,M,1:44:55,4:04:37
49,W,1:49:16,4:04:38
29,M,1:45:38,4:04:38
29,M,1:36:18,4:04:38
49,M,1:48:24,4:04:38
34,W,1:46:53,4:04:39
25,W,1:51:01,4:04:39
42,M,1:48:38,4:04:39
39,W,1:48:29,4:04:39
49,M,1:52:57,4:04:40
39,M,1:46:13,4:04:41
33,M,1:49:51,4:04:41
46,M,1:47:41,4:04:41
60,M,1:50:35,4:04:41
43,M,1:46:13,4:04:41
35,W,1:48:50,4:04:42
43,M,1:45:21,4:04:42
27,M,1:50:42,4:04:43
39,M,1:52:47,4:04:43
33,M,1:52:33,4:04:43
35,M,1:39:06,4:04:44
38,M,1:56:35,4:04:44
24,M,1:49:36,4:04:44
43,M,1:51:35,4:04:44
31,M,1:53:04,4:04:45
32,M,1:50:47,4:04:45
31,M,1:45:11,4:04:45
56,M,1:45:19,4:04:45
41,W,1:50:28,4:04:45
38,M,1:43:03,4:04:45
32,W,1:53:38,4:04:46
36,M,1:48:39,4:04:47
33,M,1:51:10,4:04:47
35,M,1:49:53,4:04:47
42,M,1:47:42,4:04:47
47,W,1:51:23,4:04:47
50,W,1:49:39,4:04:48
50,M,1:43:35,4:04:49
49,W,1:51:40,4:04:49
43,M,1:57:01,4:04:50
33,W,1:49:41,4:04:51
31,W,1:50:17,4:04:51
30,W,1:50:00,4:04:52
43,M,1:53:12,4:04:52
29,M,1:48:49,4:04:52
30,M,1:44:57,4:04:53
44,M,1:50:32,4:04:53
47,M,1:46:40,4:04:53
62,M,1:53:56,4:04:53
43,M,1:39:26,4:04:53
38,M,1:54:45,4:04:53
55,W,1:58:10,4:04:54
56,M,1:53:58,4:04:54
32,M,1:58:47,4:04:54
42,M,1:47:34,4:04:54
43,M,1:52:48,4:04:54
43,W,1:50:54,4:04:55
48,M,1:45:52,4:04:55
33,M,1:49:19,4:04:55
41,M,1:45:45,4:04:55
31,M,1:49:17,4:04:55
50,M,1:49:01,4:04:55
42,M,1:49:10,4:04:55
47,M,1:47:13,4:04:56
50,M,1:42:49,4:04:56
53,M,1:56:11,4:04:57
47,M,1:44:09,4:04:57
34,W,1:50:52,4:04:57
35,M,1:52:44,4:04:57
43,M,1:44:27,4:04:58
21,M,1:44:52,4:04:58
19,W,1:48:39,4:04:58
25,W,1:45:29,4:04:59
23,M,1:46:20,4:05:00
24,W,1:49:34,4:05:00
38,W,1:52:35,4:05:01
57,M,1:49:51,4:05:01
40,M,1:48:37,4:05:01
22,M,1:50:16,4:05:02
30,M,1:49:50,4:05:02
39,M,1:52:46,4:05:02
39,M,1:39:11,4:05:03
31,W,1:48:03,4:05:03
41,M,1:49:46,4:05:03
41,M,1:52:00,4:05:03
28,W,1:51:30,4:05:03
57,W,1:58:27,4:05:03
43,M,1:49:00,4:05:03
38,M,1:43:43,4:05:04
37,M,1:48:13,4:05:04
45,M,1:49:55,4:05:04
32,W,1:51:09,4:05:04
30,M,1:40:08,4:05:04
40,M,1:48:03,4:05:04
48,M,1:43:14,4:05:04
40,M,1:50:10,4:05:05
37,M,1:51:09,4:05:05
53,W,1:49:40,4:05:05
35,W,1:49:17,4:05:05
51,M,1:46:07,4:05:06
56,M,1:46:14,4:05:06
56,M,1:36:52,4:05:06
46,M,1:58:16,4:05:06
37,M,1:44:46,4:05:06
41,M,1:42:53,4:05:07
28,W,1:48:26,4:05:07
45,W,1:47:45,4:05:07
55,M,1:37:06,4:05:08
40,W,1:55:43,4:05:08
59,M,1:49:17,4:05:08
57,M,1:46:55,4:05:08
59,M,1:47:24,4:05:09
30,W,1:48:29,4:05:09
39,W,1:54:40,4:05:10
37,W,1:58:30,4:05:10
54,M,1:49:49,4:05:10
37,M,1:53:59,4:05:10
66,M,1:48:47,4:05:10
40,M,1:48:46,4:05:11
36,M,1:43:16,4:05:11
51,M,1:53:17,4:05:11
43,M,1:54:55,4:05:11
32,W,1:49:24,4:05:13
